tic_id,gaia_id,pl_orbper,pl_radj,pl_massj,pl_dens,pl_orbeccen,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_pmra,sy_pmdec,sy_dist
TIC 262530407,Gaia DR2 4933912198893332224,2.853136,0.19,0.01051,1.89,0.32,693,,1.281,13.18,0.0379,3556,0.52,0.52,-1.342,20.4384281,-46.7147234,-111.206,-79.8269,22.4751
TIC 19028197,Gaia DR2 654687847820642560,3.3366496,0.408,0.04373,0.8,,594,,,13.98,,3600,0.55,0.54,,119.7735021,15.391209,-185.734,-57.2632,29.4214
TIC 19028197,Gaia DR2 654687847820642560,3.336649,0.385,0.04436,0.94,,,,,14.7,,,0.53,0.56,,119.7735021,15.391209,-185.734,-57.2632,29.4214
TIC 19028197,Gaia DR2 654687847820642560,3.33714,0.37,0.044,1.07,0.051,615,0.52,,14.9,0.0755,3600,0.5,0.54,-1.538,119.7735021,15.391209,-185.734,-57.2632,29.4214
TIC 19028197,Gaia DR2 654687847820642560,3.336649,0.346,0.03958,0.93,0.114,615,,1.91808,12.92,,3652,0.48,0.51,-1.538,119.7735021,15.391209,-185.734,-57.2632,29.4214
TIC 19028197,Gaia DR2 654687847820642560,3.3366487,0.346,0.043,1.18,0.017,604,,,13.94,0.07642,3652,0.48,0.51,,119.7735021,15.391209,-185.734,-57.2632,29.4214
TIC 19028197,Gaia DR2 654687847820642560,3.33665,0.431,0.04373,0.72,,,,1.8984,,0.07798,3600,0.57,0.54,,119.7735021,15.391209,-185.734,-57.2632,29.4214
TIC 452866790,Gaia DR2 3094290054327367168,1.1980035,0.113,0.00585,5.03,0,773,,0.95,9.39,0.03184,3347,0.36,0.36,-1.824,120.5936065,3.3371629,-403.168,-381.015,27.3644
TIC 413248763,Gaia DR2 5664814198431308288,3.93072,0.109,0.00579,5.6,,525,,1.53,22.31,0.0331,3505,0.34,0.34,-1.798,144.0074644,-21.6650634,138.694,-990.311,9.44181
TIC 34068865,Gaia DR2 5412250540681250560,0.321962,0.064,0.00172,8.106,0,1745,0.0212,0.615,3.41,0.0143,3522,0.46,0.45,-1.541,146.121464,-45.7790165,-462.549,-582.814,9.41263
TIC 188589164,Gaia DR2 1372215976327300480,2.616235,0.097,0.00551,7.3,0,568,,1.19,16.8,0.0156,3384,0.32,0.31,-1.963,239.5775678,35.4081141,-143.277,318.219,15.8095
TIC 188589164,Gaia DR2 1372215976327300480,2.6162745,0.103,0.00381,4.4,,569,,,17.56,0.03348,3369,0.32,0.31,-1.937,239.5775678,35.4081141,-143.277,318.219,15.8095
TIC 138819293,Gaia DR2 4017860992519744384,2.6,0.38,0.073,1.7,0.2,650,,,,,,,,,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 138819293,Gaia DR2 4017860992519744384,2.64388312,0.372,0.07,1.8,0.13827,,,,13.73,0.0822,,0.46,0.47,,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 138819293,Gaia DR2 4017860992519744384,2.64389788,0.374,0.0728,1.73,0.15,686,,,,0.0831,3350,,,,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 138819293,Gaia DR2 4017860992519744384,2.64389803,0.366,0.08,,0.1616,,,1.00536,14.54,,3416,0.46,0.56,,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 138819293,Gaia DR2 4017860992519744384,2.64386,0.37,0.073,,,,,,13.6,0.085,,0.45,,,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 138819293,Gaia DR2 4017860992519744384,2.64389524,0.365,0.0737,2.01,,669,,,13.68,,3500,0.45,0.46,,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 138819293,Gaia DR2 4017860992519744384,2.64385,0.377,0.0729,1.69,,649,0.5969,,13.34,0.0834,3350,0.46,0.45,-1.585,175.5505363,26.7030669,895.047,-814.031,9.75321
TIC 390651552,Gaia DR2 3735000631158990976,1.467119,0.116,0.00887,7,0.05,701,,,,,3340,0.33,0.32,-1.917,191.981531,9.7494181,-1008.6,-459.8,8.07426
TIC 301289516,Gaia DR2 2643842302456085888,1.209,0.14,0.01539,6.9,,,,,,0.02401,4255,0.6,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,1.2089802,0.145,0.01076,4.5,,1172,0.0586,1.25976,6.62,0.0242,4269,0.61,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,1.2089819,0.141,0.01545,6.93,0,,,1.2648,6.719,0.02396,4340,0.6,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,1.208966,0.141,0.01161,5.11,,1114,,1.281,7.23,0.02322,4219,0.62,0.64,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,3.648083,0.113,0.00761,6.4,,811,0.0361,1.8264,13.83,0.01899,4269,0.61,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,3.64823,0.111,0.00456,4.13,,771,,1.825,15.1,0.0182,4219,0.62,0.64,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,3.6480957,0.111,0.00264,2.42,0,,,1.82496,14.035,0.01887,4340,0.6,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,6.2014698,0.18,0.01271,2.69,0,,,1.2228,20.003,0.03073,4340,0.6,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,6.20142,0.182,0.00739,1.51,,646,,1.248,21.51,0.02993,4219,0.62,0.64,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 301289516,Gaia DR2 2643842302456085888,6.201467,0.185,0.01636,3.23,,680,0.0957,1.2264,19.7,0.03093,4269,0.61,0.61,,351.7717763,-1.2853435,376.019,216.071,29.661
TIC 245392284,Gaia DR2 457317534880081152,1.744579,1.47,19.7,8.22242,0,2300,0.9,2.09,4.67,0.095,7000,1.56,1.68,0.727,38.3691648,56.025708,-3.2521,0.052018,655.013
TIC 442623945,Gaia DR2 6011522757643074304,,4.6,31,,,2400,,,,,4360,1.94,,,237.3003643,-35.6515055,-14.2572,-23.596,151.169
TIC 442623945,Gaia DR2 6011522757643074304,,3,20,,,2650,,,,,,,0.7,,237.3003643,-35.6515055,-14.2572,-23.596,151.169
TIC 50175254,Gaia DR2 6244440552088537600,,1.8,15,,,2200,,,,,4432,0.9,0.69,-0.546,245.4776921,-20.7193398,-19.3788,-31.2476,108.5
TIC 408263079,Gaia DR2 2784120641627589760,,1.265,11.3,,,1050,,,,,,,0.33,,18.146485,17.0650029,96.6423,-100.704,47.5501
TIC 11755687,Gaia-1,3.052524,1.229,1.68,,,,,,,,5470,0.95,0.95,,90.6436658,-0.5771099,5.93345,-40.68,363.66
TIC 147797743,Gaia-2,3.6915224,1.322,0.817,,,,,,,,5720,1.06,1,,110.7353308,67.2526565,6.90662,24.0311,209.229
TIC 346338552,Gaia DR2 1928431764627661440,4.46,1.32,0.53,,,1320,,,,,6051.18,1.18,1.13,0.225,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.4652968,1.319,0.529,0.358,0,1322,,,,0.11802,5980,,,,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.46543,1.242,0.532,0.345,,1306,,,10.47,0.1124,5975,1.14,1.13,0.17,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.4652934,1.217,0.524,0.386,,1291,,,10.695,,5975,1.11,1.13,,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.4652934,1.225,0.524,0.345,0,,,2.798,10.67,0.11295,,1.11,1.13,,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.46529976,1.319,0.525,0.282,,1322,,2.85,9.853,0.11802,5980,1.17,1.15,,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.46529976,1.242,0.525,0.339,0.011,,,,,,5980,1.14,1.13,,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 346338552,Gaia DR2 1928431764627661440,4.46529,1.36,0.53,,0,,,,,,5975,1.15,1.12,0.18,344.4453632,38.674919,32.3837,-41.7508,158.979
TIC 28230919,Gaia DR2 2086512227851023872,4.88782,0.43,0.09,,0.2,,0.33,,15.1,,4708,0.77,0.88,,297.7101763,48.0818635,125.984,232.988,37.7647
TIC 28230919,Gaia DR2 2086512227851023872,4.8878162,0.422,0.081,1.33,0.198,878,,2.2968,15.58,0.0576,4780,0.75,0.81,-0.585,297.7101763,48.0818635,125.984,232.988,37.7647
TIC 28230919,Gaia DR2 2086512227851023872,4.88781501,0.397,0.084,1.68,,838,,,16.2655,,4780,0.69,0.81,,297.7101763,48.0818635,125.984,232.988,37.7647
TIC 198108326,Gaia DR2 1499514786891168640,3.21305992,0.919,0.201,0.242,,955,,,,,4665,0.68,0.69,,209.3886452,43.49331,-134.791,-44.2944,142.751
TIC 198108326,Gaia DR2 1499514786891168640,3.2130598,0.959,0.211,0.3192,0,963,1.977,2.3376,11.77,0.1406,4650,0.7,0.73,-0.678,209.3886452,43.49331,-134.791,-44.2944,142.751
TIC 198108326,Gaia DR2 1499514786891168640,3.21305929,0.959,0.2084,0.296,0.035,,,,,,4650,0.7,0.73,,209.3886452,43.49331,-134.791,-44.2944,142.751
TIC 198108326,Gaia DR2 1499514786891168640,3.21,0.96,0.21,,,960,,,,,4652.87,0.7,0.74,-0.68,209.3886452,43.49331,-134.791,-44.2944,142.751
TIC 198108326,Gaia DR2 1499514786891168640,3.2130579,0.949,0.211,0.328,0,975,,,11.364,0.139,4650,0.7,0.73,,209.3886452,43.49331,-134.791,-44.2944,142.751
TIC 20096620,Gaia DR2 1014520826353577088,2.9162382,1.487,0.906,0.362,0.0133,1740,,,,0.08705,5653,,,,129.8823772,47.3519076,-24.1415,-26.3463,246.81
TIC 20096620,Gaia DR2 1014520826353577088,2.91625,1.272,0.851,,0.0133,,,,5.8928,0.08389,,,,,129.8823772,47.3519076,-24.1415,-26.3463,246.81
TIC 20096620,Gaia DR2 1014520826353577088,2.9162383,1.487,0.899,,0.007,,,,,,,1.76,1.32,,129.8823772,47.3519076,-24.1415,-26.3463,246.81
TIC 20096620,Gaia DR2 1014520826353577088,2.9162383,1.281,0.883,0.517,0.013,,,,,,5653,1.56,1.22,,129.8823772,47.3519076,-24.1415,-26.3463,246.81
TIC 20096620,Gaia DR2 1014520826353577088,2.91626,1.271,0.853,0.498,0.021,1653,,3.228,5.84,0.0844,5653,1.56,1.22,0.346,129.8823772,47.3519076,-24.1415,-26.3463,246.81
TIC 101721385,Gaia DR2 1340497608486742400,4.62767,1.42,3.44,,0.11,,0.65,,8.9,,6600,1.82,2.65,,260.1161719,38.2421682,2.24068,-6.71394,222.663
TIC 101721385,Gaia DR2 1340497608486742400,4.6276691,1.219,2.271,1.56,,1624,,,8.2576,,6600,1.59,1.42,,260.1161719,38.2421682,2.24068,-6.71394,222.663
TIC 101721385,Gaia DR2 1340497608486742400,4.627669,1.15,2.232,1.82,0.107,1570,0.648,2.1888,8.87,0.0805,6600,1.47,1.39,0.563,260.1161719,38.2421682,2.24068,-6.71394,222.663
TIC 101721385,Gaia DR2 1340497608486742400,4.627682,1.15,2.303,1.88,0.1074,,,,,,6600,1.47,1.39,,260.1161719,38.2421682,2.24068,-6.71394,222.663
TIC 101721385,Gaia DR2 1340497608486742400,4.627669,1.142,2.232,,0.107,,,2.184,8.873,0.08,,1.47,1.39,,260.1161719,38.2421682,2.24068,-6.71394,222.663
TIC 101721385,Gaia DR2 1340497608486742400,4.627649,1.2,2.28,1.75,0.066,1612,,2.22,8.4,0.0793,6583,1.53,1.32,0.592,260.1161719,38.2421682,2.24068,-6.71394,222.663
TIC 353459965,Gaia DR2 179498266829041664,10.863502,1.072,1.946,1.96,0.19,904,,5.484,19.16,0.1019,5568,1.08,1.01,0,66.248142,39.460602,14.4034,-9.37711,192.516
TIC 353459965,Gaia DR2 179498266829041664,10.8635,1.06,1.94,,0.19,,1,,19.25,,5568,1.07,1,,66.248142,39.460602,14.4034,-9.37711,192.516
TIC 353459965,Gaia DR2 179498266829041664,10.863502,1.072,1.949,1.96,0.2,,,,,,5568,1.08,1.01,,66.248142,39.460602,14.4034,-9.37711,192.516
TIC 191284318,Gaia DR2 381592313648387200,2.77596,1.29,4.193,,0.036,,,,,,6158,,1.2,,9.5730343,42.4630961,-21.5641,-4.58831,226.637
TIC 191284318,Gaia DR2 381592313648387200,2.77596,1.289,4.193,2.42,0.036,1626,1.147,3.0624,7.17,0.1071,6158,1.24,1.22,0.294,9.5730343,42.4630961,-21.5641,-4.58831,226.637
TIC 191284318,Gaia DR2 381592313648387200,2.7759712,1.289,4.221,2.45,0.0462,,,,,,6158,1.24,1.22,,9.5730343,42.4630961,-21.5641,-4.58831,226.637
TIC 191284318,Gaia DR2 381592313648387200,2.77597024,1.19,4.189,2.47,0.034,1571,,,,0.1071,6158,,,,9.5730343,42.4630961,-21.5641,-4.58831,226.637
TIC 266593143,Gaia DR2 1849786481031300608,10.338523,1.01,0.537,0.647,0.3417,,,,,,5246,0.84,0.86,,324.5359781,30.4881882,-80.3954,-126.972,92.3831
TIC 266593143,Gaia DR2 1849786481031300608,10.33852,1.05,0.58,,0.35,,1.5,,22.72,,5246,0.87,0.99,,324.5359781,30.4881882,-80.3954,-126.972,92.3831
TIC 266593143,Gaia DR2 1849786481031300608,10.338523,1.01,0.534,0.64,0.342,792,,4.056,22.63,0.1238,5246,0.84,0.86,-0.319,324.5359781,30.4881882,-80.3954,-126.972,92.3831
TIC 21744120,Gaia DR2 1334573817793362560,5.508023,0.995,0.197,0.25,0.084,852,,2.7144,16.04,0.1365,4803,0.75,0.77,-0.569,256.346376,33.0123251,-14.0729,-36.6891,161.4
TIC 21744120,Gaia DR2 1334573817793362560,5.507978,0.947,0.196,0.286,0.009,841,2.179,2.69,,,4870,0.72,0.77,,256.346376,33.0123251,-14.0729,-36.6891,161.4
TIC 21744120,Gaia DR2 1334573817793362560,5.508023,0.995,0.2,0.251,0.087,,,,,,4803,0.75,0.77,,256.346376,33.0123251,-14.0729,-36.6891,161.4
TIC 267650535,Gaia DR2 365426679516816512,4.008778,1.132,0.284,0.242,0.024,,,,,,4990,0.82,0.84,,9.5165832,34.7114025,-26.7753,-32.4776,202.078
TIC 267650535,Gaia DR2 365426679516816512,4.008778,1.132,0.292,0.25,0.067,1010,,2.8368,12.24,0.1418,4990,0.82,0.84,-0.432,9.5165832,34.7114025,-26.7753,-32.4776,202.078
TIC 39903405,Gaia DR2 1380825667768742144,5.6,1.1,8.9,7.3,0.5,1700,,,,,6300,,,,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.6334729,1.157,9.09,7.29,0.5171,1540,,4.2888,8.99,0.07227,6290,1.64,1.36,0.577,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.6334754,1.157,8.7,7.3,0.50833,,,,,,6290,1.64,1.36,,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.63347,1.2,11.43,,0.52,,0.52,,9.72,,6412,1.71,1.93,,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.63341,0.951,8.62,12.5,0.5163,,,,10.28,0.06891,,1.42,1.3,,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.6334729,1.19,8.74,6.8,,1516,,,8.0192,,6290,1.68,1.28,,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.63332,1.003,8.72,10.7,,1398,,,10.12,0.0684,6290,1.51,1.31,0.505,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 39903405,Gaia DR2 1380825667768742144,5.63341,0.982,9.04,11.9,0.52,,,4.248,9.77,0.0684,6290,1.47,1.3,0.485,245.1514324,41.0479601,-10.312,-29.1976,127.774
TIC 26826078,Gaia DR2 869913435026514688,2.87531694,1.025,7.22,8.31,0.0172,964,,1.896,11.36,0.155,4595,0.68,0.74,,111.9164295,24.3361185,-4.98526,-96.2346,71.0374
TIC 26826078,Gaia DR2 869913435026514688,2.9,0.87,7.3,13.8,0,950,,,,,4600,,,,111.9164295,24.3361185,-4.98526,-96.2346,71.0374
TIC 26826078,Gaia DR2 869913435026514688,2.875317,0.867,7.246,13.78,0.015,970,0.9898,1.848,11.17,0.1284,4595,0.69,0.76,-0.721,111.9164295,24.3361185,-4.98526,-96.2346,71.0374
TIC 26826078,Gaia DR2 869913435026514688,2.8753186,0.867,7.27,13.8,0.0158,,,,,,4595,0.69,0.76,,111.9164295,24.3361185,-4.98526,-96.2346,71.0374
TIC 17993892,Gaia DR2 770622651659107712,4.124481,1.024,3.97,4.6,0.217,,,,,,5588,1.1,0.95,,171.2749348,41.0280207,-1.08803,13.2426,277.278
TIC 17993892,Gaia DR2 770622651659107712,4.12448,1.11,4.87,,0.23,,0.9,,9.65,,5588,1.21,1.24,,171.2749348,41.0280207,-1.08803,13.2426,277.278
TIC 17993892,Gaia DR2 770622651659107712,4.124481,1.024,4.063,4.68,0.228,1283,0.7341,3.672,9.6,0.095,5588,1.1,0.95,0.025,171.2749348,41.0280207,-1.08803,13.2426,277.278
TIC 252479260,Gaia DR2 846946629987527168,3.21222,1.15,2.47,,0.02,,1.1,,8.58,,5302,1.11,1.13,,155.6814593,50.1287115,-26.1816,83.7273,81.7647
TIC 252479260,Gaia DR2 846946629987527168,3.21222,1.08,2.172,2.14,0.002,,,,,,5302,1.04,0.92,,155.6814593,50.1287115,-26.1816,83.7273,81.7647
TIC 252479260,Gaia DR2 846946629987527168,3.21222,1.08,2.147,2.11,0.016,1283,0.8894,2.8704,8.55,0.1065,5302,1.04,0.92,-0.114,155.6814593,50.1287115,-26.1816,83.7273,81.7647
TIC 252479260,Gaia DR2 846946629987527168,3.2122312,1.08,2.148,2.14,0.016,1463,,,,0.1065,5302,,,,155.6814593,50.1287115,-26.1816,83.7273,81.7647
TIC 252479260,Gaia DR2 846946629987527168,3.21223328,1.06,2.192,1.72,,1293,,,,,5314,1.06,0.94,,155.6814593,50.1287115,-26.1816,83.7273,81.7647
TIC 305243225,Gaia DR2 1808938730710633984,1.212884,1.368,2.09,1.01,0.106,2056,1.0536,2.1792,4.14,0.1169,5905,1.2,1.13,0.199,306.1239076,16.7621462,13.263,-5.41188,364.813
TIC 305243225,Gaia DR2 1808938730710633984,1.212884,1.37,2.09,,0.106,,,,,,5905,,,,306.1239076,16.7621462,13.263,-5.41188,364.813
TIC 305243225,Gaia DR2 1808938730710633984,1.21288287,1.368,1.97,0.96,0.052,,,,,,5905,1.2,1.13,,306.1239076,16.7621462,13.263,-5.41188,364.813
TIC 305243225,Gaia DR2 1808938730710633984,1.21288,1.09,1.34,,0.11,,1.4,,4.16,,5905,0.96,0.58,,306.1239076,16.7621462,13.263,-5.41188,364.813
TIC 305243225,Gaia DR2 1808938730710633984,1.21288287,1.224,2.07,1.406,0,1951,,,4.5459,0.11616,5885,1.09,1.1,,306.1239076,16.7621462,13.263,-5.41188,364.813
TIC 440777904,Gaia DR2 3167323052618369408,3.35524,1.242,0.685,0.44,0.067,1637,0.941,3.6936,7.58,0.097,6373,1.32,1.19,0.408,108.8251171,14.2626064,8.15226,-1.71613,415.344
TIC 440777904,Gaia DR2 3167323052618369408,3.35524,1.3,0.75,,0.07,,0.94,,7.61,,6373,1.38,1.37,,108.8251171,14.2626064,8.15226,-1.71613,415.344
TIC 440777904,Gaia DR2 3167323052618369408,3.3552479,1.242,0.723,0.467,0.038,,,,,,6373,1.32,1.19,,108.8251171,14.2626064,8.15226,-1.71613,415.344
TIC 440777904,Gaia DR2 3167323052618369408,3.3552464,1.316,0.685,0.37,,,1.086,3.672,7.67,0.1,6373,1.32,1.19,,108.8251171,14.2626064,8.15226,-1.71613,415.344
TIC 35022727,Gaia DR2 111322601672419712,3.652836,1.19,0.567,0.427,0.033,,,,,,5500,0.96,1.01,,48.4354731,25.1973548,13.4899,-13.586,300.384
TIC 35022727,Gaia DR2 111322601672419712,3.65281514,1.135,0.569,0.483,0.023,1182,0.0161,2.81304,10.9,0.1269,5519,0.92,1.01,-0.152,48.4354731,25.1973548,13.4899,-13.586,300.384
TIC 35022727,Gaia DR2 111322601672419712,3.652836,1.19,0.567,0.42,0.032,1202,1.3811,2.8176,10.46,0.1275,5500,0.96,1.01,-0.125,48.4354731,25.1973548,13.4899,-13.586,300.384
TIC 420779000,Gaia DR2 3668036348641580288,4.234516,0.565,0.059,0.4,0.124,1001,0.543,2.4552,13.06,0.0737,5079,0.79,0.82,-0.42,213.1565508,4.0594175,37.8389,-142.891,141.837
TIC 420779000,Gaia DR2 3668036348641580288,4.23452,0.63,0.07,,0.12,,0.54,,13.09,,5079,0.87,1.12,,213.1565508,4.0594175,37.8389,-142.891,141.837
TIC 461239485,Gaia DR2 1159336403336463872,3.039586,1.038,0.66,,0.078,,1.407,1.692,,,5300,0.9,0.94,-0.244,222.7673221,5.9473626,-28.6207,-2.7575,199.173
TIC 461239485,Gaia DR2 1159336403336463872,3.0395824,1.02,0.616,0.76,0.028,,,,,,5190,0.87,0.92,,222.7673221,5.9473626,-28.6207,-2.7575,199.173
TIC 461239485,Gaia DR2 1159336403336463872,3.039577,1.02,0.62,,0,,1.43,1.68,9.804,0.12,5316,0.86,0.92,-0.269,222.7673221,5.9473626,-28.6207,-2.7575,199.173
TIC 53728859,Gaia DR2 363702817083391232,3.257215,1.212,0.637,0.459,0.039,,,,,,5680,1.1,1.02,,13.0009159,34.728402,25.5187,2.85888,401.319
TIC 53728859,Gaia DR2 363702817083391232,3.257215,1.212,0.626,0.44,0.051,1384,1.4719,3.2184,8.43,0.113,5680,1.1,1.02,0.053,13.0009159,34.728402,25.5187,2.85888,401.319
TIC 250707118,Gaia DR2 359058441314838528,5.72319,1.17,0.88,,0.09,,0.86,,11.74,,6087,1.3,1.45,,33.1310921,51.7787754,-9.80455,1.89837,313.576
TIC 250707118,Gaia DR2 359058441314838528,5.723186,1.107,0.778,0.71,0.095,1260,0.8346,3.3768,11.7,0.0927,6087,1.22,1.21,0.265,33.1310921,51.7787754,-9.80455,1.89837,313.576
TIC 250707118,Gaia DR2 359058441314838528,5.72339,1.064,0.767,0.79,0.075,1271,0.782,3.8928,11.56,0.0885,6115,1.24,1.2,0.283,33.1310921,51.7787754,-9.80455,1.89837,313.576
TIC 250707118,Gaia DR2 359058441314838528,5.72339,1.107,0.676,0.62,0.104,,,,,,6087,1.22,1.21,,33.1310921,51.7787754,-9.80455,1.89837,313.576
TIC 311035838,Gaia DR2 1510191594552968832,2.899703,0.899,0.596,1.02,,1127,,,10.59,0.1109,5185,0.83,0.93,-0.348,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.899738,0.89,0.599,1.054,,,,2.087,,0.1098,,0.83,,,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.899736,0.827,0.591,1.29,0,,,2.075,10.39,0.1063,5185,0.8,0.92,-0.362,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.899736,0.899,0.609,1.04,0.01,,,,,,5185,0.83,0.93,,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.89973838,0.911,0.595,0.975,,1170,,,,,5190,0.85,0.93,,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.899703,0.89,0.599,1.06,0,,,2.0592,10.59,0.1109,5185,0.82,0.94,-0.355,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.899736,0.947,0.584,0.855,,1189,,,9.4967,,5185,0.87,0.9,,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 311035838,Gaia DR2 1510191594552968832,2.8997,0.94,0.65,,0,,1.2,,10.05,,5185,0.87,1.06,,206.0940142,48.028565,-19.7461,-24.0079,134.554
TIC 455135327,Gaia DR2 3096441729861716224,2.8106,1.44,0.83,,0.04,,1.3,,7.43,,6304,1.31,1.55,,123.9498431,5.8368669,-17.5162,23.7821,213.985
TIC 455135327,Gaia DR2 3096441729861716224,2.810595,1.34,0.711,0.37,0.035,1630,0.8072,2.1288,7.42,0.1134,6304,1.22,1.24,0.312,123.9498431,5.8368669,-17.5162,23.7821,213.985
TIC 455135327,Gaia DR2 3096441729861716224,2.810595,1.34,0.746,0.385,0.016,,,,,,6304,1.22,1.24,,123.9498431,5.8368669,-17.5162,23.7821,213.985
TIC 455135327,Gaia DR2 3096441729861716224,2.8106084,1.469,0.733,0.309,,,,,6.771,0.1109,,1.33,,,123.9498431,5.8368669,-17.5162,23.7821,213.985
TIC 320798691,Gaia DR2 4583004815239650176,5.00542,1.09,2.27,,0.25,,0.65,,9.7,,6065,1.39,1.31,,271.5376722,26.4266061,-7.43661,-13.4015,344.05
TIC 320798691,Gaia DR2 4583004815239650176,5.005425,1.07,2.171,2.18,0.245,1450,0.65,5.139,8.9,0.08,6065,1.36,1.22,0.348,271.5376722,26.4266061,-7.43661,-13.4015,344.05
TIC 320798691,Gaia DR2 4583004815239650176,5.005425,1.07,2.147,2.3,0.2617,,,,,,6070,1.36,1.22,,271.5376722,26.4266061,-7.43661,-13.4015,344.05
TIC 292152376,Gaia DR2 356348286886230272,2.1500085,1.796,0.86,0.18,,1779,,3.11016,6.091,0.1515,,1.22,1.16,,31.0427614,46.6878512,-9.82484,3.47654,289.205
TIC 292152376,Gaia DR2 356348286886230272,2.15000825,1.789,0.75,0.163,0.044,,,,,,6207,1.22,1.16,,31.0427614,46.6878512,-9.82484,3.47654,289.205
TIC 292152376,Gaia DR2 356348286886230272,2.1500082,1.98,0.68,0.108,0.159,1836,2.216,3.12048,5.344,0.14886,6001,1.37,1.13,0.338,31.0427614,46.6878512,-9.82484,3.47654,289.205
TIC 292152376,Gaia DR2 356348286886230272,2.150008,1.789,0.86,0.19,0,1786,1.8523,3.108,6.05,0.1508,6207,1.22,1.16,0.294,31.0427614,46.6878512,-9.82484,3.47654,289.205
TIC 292152376,Gaia DR2 356348286886230272,2.15001,1.75,0.83,,0,,2.3,,6.06,,6207,1.19,1.09,,31.0427614,46.6878512,-9.82484,3.47654,289.205
TIC 239154970,Gaia DR2 893550942158776832,3.474474,1.686,0.762,0.2,0,1782,0.7798,4.4136,6.56,0.1058,6446,1.64,1.38,0.618,113.1842383,33.8350214,0.0960682,-2.64712,396.11
TIC 239154970,Gaia DR2 893550942158776832,3.474474,1.686,0.66,0.17,0.22,,,,,,6446,1.64,1.38,,113.1842383,33.8350214,0.0960682,-2.64712,396.11
TIC 239154970,Gaia DR2 893550942158776832,3.47447,1.85,0.92,,0,,1.1,,6.57,,6446,1.79,1.82,,113.1842383,33.8350214,0.0960682,-2.64712,396.11
TIC 278348461,Gaia DR2 1810218734055374720,5.452654,1.197,3.328,2.4,0.441,1520,,3.492,9.48,0.0801,6442,1.53,1.39,0.56,303.1954355,18.1047776,16.3949,-12.9383,249.325
